6
 num     #instances         #bytes  class name
 491:            10            160  java.util.HashMap$Values
 492:             5            160  java.util.concurrent.ConcurrentHashMap$ReservationNode
 493:             5            160  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl
 494:             5            160  java.util.logging.LogManager$LoggerContext$1
 495:             5            160  org.jdom.ContentList$CLIterator
 496:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type
 497:             1            152  io.netty.channel.nio.NioEventLoop
 498:             4            144  [Lcom.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute;
 499:             3            144  [Lio.netty.util.internal.PriorityQueueNode;
 500:             3            144  [Lorg.jetbrains.jps.incremental.BuilderCategory;
 501:             3            144  com.intellij.util.io.AppendableStorageBackedByResizableMappedFile$4
 502:             3            144  com.intellij.util.io.FileAccessorCache$1
 503:             9            144  com.intellij.util.io.PersistentBTreeEnumerator$1
 504:             9            144  com.intellij.util.io.PersistentBTreeEnumerator$RecordBufferHandler
 505:             9            144  java.lang.Boolean
 506:             6            144  java.util.Collections$SynchronizedSet
 507:             6            144  org.jdom.Namespace
 508:             3            144  org.jetbrains.jps.builders.java.dependencyView.IntIntPersistentMultiMaplet$1
 509:             6            144  org.jetbrains.jps.incremental.ModuleBuildTarget
 510:             6            144  org.jetbrains.jps.maven.model.impl.MavenAnnotationProcessorTarget
 511:             6            144  org.jetbrains.jps.maven.model.impl.MavenResourcesTarget
 512:             6            144  sun.misc.PerfCounter
 513:             3            144  sun.misc.ProxyGenerator
 514:             3            144  sun.nio.cs.StreamEncoder
 515:             2            144  sun.reflect.DelegatingClassLoader
 516:             1            144  sun.reflect.MethodAccessorGenerator
 517:             6            144  sun.security.util.DisabledAlgorithmConstraints$Constraint$Operator
 518:             1            136  [Ljava.util.List;
 519:             4            128  [Ljava.lang.Boolean;
 520:             2            128  [Lorg.jdom.AttributeType;
 521:             4            128  com.intellij.util.io.AppendableStorageBackedByResizableMappedFile$MyDataIS
 522:             4            128  com.intellij.util.io.MappedFileInputStream
 523:             8            128  com.intellij.util.io.PersistentHashMap$$Lambda$43/1175259735
 524:             8            128  com.intellij.util.io.PersistentHashMap$1
 525:             8            128  com.intellij.util.io.PersistentHashMap$3
 526:             4            128  com.intellij.util.xmlb.AttributeBinding
 527:             4            128  com.sun.org.apache.xerces.internal.util.NamespaceSupport
 528:             4            128  io.netty.util.Recycler$DefaultHandle
 529:             2            128  io.netty.util.concurrent.ScheduledFutureTask
 530:             2            128  java.io.ExpiringCache$1
 531:             4            128  java.io.FileOutputStream
 532:             8            128  java.util.LinkedHashMap$LinkedEntrySet
 533:             8            128  java.util.LinkedHashMap$LinkedKeySet
 534:             8            128  java.util.regex.Pattern$BranchConn
 535:             4            128  org.jetbrains.jps.builders.java.FilteredResourceRootDescriptor
 536:             1            128  sun.nio.ch.WindowsSelectorImpl
 537:             4            128  sun.nio.fs.NativeBuffer
 538:             4            128  sun.reflect.ClassFileAssembler
 539:             1            120  [[Ljava.lang.String;
 540:             5            120  com.sun.org.apache.xerces.internal.impl.PropertyManager
 541:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State
 542:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State
 543:             3            120  com.sun.org.apache.xerces.internal.xni.parser.XMLInputSource
 544:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL
 545:             3            120  java.lang.invoke.DirectMethodHandle$Constructor
 546:             1            120  java.net.SocksSocketImpl
 547:             3            120  java.util.ServiceLoader$LazyIterator
 548:             5            120  java.util.concurrent.CopyOnWriteArrayList
 549:             5            120  java.util.concurrent.LinkedBlockingQueue$Node
 550:             5            120  java.util.regex.Pattern$CharProperty$1
 551:             5            120  java.util.stream.Collectors$$Lambda$40/1024597427
 552:             5            120  java.util.stream.StreamOpFlag$Type
 553:             5            120  org.jetbrains.jps.incremental.GlobalContextKey
 554:             5            120  org.jetbrains.jps.model.impl.JpsUrlListImpl
 555:             3            120  sun.misc.FloatingDecimal$BinaryToASCIIBuffer
 556:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
 557:             3            120  sun.misc.URLClassPath$2
 558:             5            120  sun.nio.fs.WindowsPathType
 559:             2            112  [Ljava.lang.invoke.MethodType;
 560:             2            112  [Ljava.nio.file.StandardOpenOption;
 561:             2            112  com.intellij.util.containers.ConcurrentIntObjectHashMap
 562:             1            112  io.netty.channel.socket.nio.NioSocketChannel
 563:             2            112  io.netty.util.Recycler$WeakOrderQueue
 564:             7            112  java.net.InetSocketAddress
 565:             1            112  java.util.GregorianCalendar
 566:             2            112  java.util.ResourceBundle$CacheKey
 567:             7            112  java.util.concurrent.atomic.AtomicBoolean
 568:             2            112  org.jetbrains.jps.api.CmdlineRemoteProto$Message
 569:             2            112  sun.security.provider.SHA
 570:             1            104  org.jetbrains.jps.builders.java.dependencyView.Mappings
 571:             2             96  [Lcom.android.tools.idea.jps.AndroidTargetBuilder;
 572:             5             96  [Ljava.lang.StackTraceElement;
 573:             6             96  [Ljava.security.CodeSigner;
 574:             3             96  [Ljava.security.ProtectionDomain;
 575:             4             96  [Lorg.jetbrains.jps.incremental.TargetBuilder;
 576:             4             96  com.intellij.openapi.util.Couple
 577:             3             96  com.intellij.util.containers.ConcurrentIntObjectHashMap$ForwardingNode
 578:             3             96  com.intellij.util.io.DataOutputStream
 579:             6             96  com.intellij.util.xmlb.BeanBinding$XmlSerializerPropertyCollector$$Lambda$20/490037782
 580:             4             96  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver
 581:             4             96  com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter
 582:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap
 583:             2             96  gnu.trove.TObjectLongHashMap
 584:             4             96  io.netty.util.Recycler$2
 585:             4             96  io.netty.util.ResourceLeakDetector$Level
 586:             2             96  java.lang.ThreadGroup
 587:             3             96  java.lang.reflect.WeakCache$Factory
 588:             6             96  java.util.Collections$SingletonSet
 589:             3             96  java.util.Collections$UnmodifiableMap
 590:             3             96  java.util.LinkedHashMap$LinkedEntryIterator
 591:             2             96  java.util.ResourceBundle$BundleReference
 592:             3             96  java.util.ServiceLoader
 593:             2             96  java.util.StringTokenizer
 594:             6             96  java.util.TreeMap$EntrySet
 595:             4             96  java.util.concurrent.ConcurrentHashMap$KeySetView
 596:             6             96  java.util.jar.JarVerifier$3
 597:             4             96  java.util.regex.Pattern$1
 598:             4             96  java.util.regex.Pattern$BitClass
 599:             4             96  java.util.stream.StreamShape
 600:             2             96  org.apache.log4j.helpers.PatternParser
 601:             2             96  org.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage
 602:             4             96  org.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage$Type
 603:             2             96  org.jetbrains.jps.api.CmdlineRemoteProto$Message$UUID
 604:             4             96  org.jetbrains.jps.builders.java.JavaModuleBuildTargetType$Loader
 605:             4             96  org.jetbrains.jps.builders.java.ResourcesTargetType$Loader
 606:             4             96  org.jetbrains.jps.maven.model.impl.MavenAnnotationProcessorTargetType$1
 607:             4             96  org.jetbrains.jps.maven.model.impl.MavenResourcesTargetType$1
 608:             6             96  org.jetbrains.jps.model.impl.JpsUrlListRole
 609:             4             96  org.jetbrains.jps.model.java.JpsJavaClasspathKind
 610:             4             96  org.jetbrains.jps.model.java.JpsJavaDependencyScope
 611:             2             96  org.jetbrains.jps.model.java.impl.JpsJavaDependenciesEnumeratorImpl
 612:             2             96  org.jetbrains.jps.model.java.impl.compiler.ProcessorConfigProfileImpl
 613:             4             96  org.jetbrains.jps.model.library.impl.JpsLibraryRootRole
 614:             3             96  org.jetbrains.jps.model.module.impl.JpsModuleSourceRootImpl
 615:             4             96  org.jetbrains.jps.model.serialization.library.JpsLibraryRootTypeSerializer
 616:             4             96  sun.misc.JarIndex
 617:             1             96  sun.misc.Launcher$AppClassLoader
 618:             1             96  sun.nio.ch.ServerSocketChannelImpl
 619:             4             96  sun.nio.fs.NativeBuffer$Deallocator
 620:             4             96  sun.reflect.ByteVectorImpl
 621:             3             96  sun.reflect.UnsafeBooleanFieldAccessorImpl
 622:             3             96  sun.reflect.UnsafeStaticObjectFieldAccessorImpl
 623:             1             96  sun.security.jca.ProviderList$1
 624:             1             96  sun.security.provider.Sun
 625:             1             96  sun.util.calendar.Gregorian$Date
 626:             2             96  sun.util.locale.provider.LocaleResources$ResourceReference
 627:             1             88  io.netty.buffer.PoolChunk
 628:             1             88  java.net.DualStackPlainSocketImpl
 629:             1             88  java.net.URLClassLoader
 630:             1             88  org.apache.log4j.RollingFileAppender
 631:             1             88  sun.misc.Launcher$ExtClassLoader
 632:             2             80  [F
 633:             2             80  [Lio.netty.buffer.PoolArena;
 634:             1             80  [Lio.netty.handler.codec.CodecOutputList;
 635:             5             80  [Ljava.io.File;
 636:             1             80  [Ljava.util.concurrent.locks.Lock;
 637:             1             80  [Lorg.jetbrains.jps.model.java.LanguageLevel;
 638:             2             80  com.intellij.util.concurrency.BoundedTaskExecutor
 639:             5             80  com.sun.proxy.$Proxy11
 640:             5             80  com.sun.proxy.$Proxy13
 641:             2             80  com.sun.xml.internal.stream.util.BufferAllocator
 642:             1             80  io.netty.buffer.PooledDirectByteBuf
 643:             2             80  java.io.BufferedWriter
 644:             2             80  java.io.ExpiringCache
 645:             2             80  java.lang.invoke.DirectMethodHandle$Interface
 646:             2             80  java.lang.invoke.MethodHandleImpl$AsVarargsCollector
 647:             2             80  java.util.Locale$Category
 648:             1             80  java.util.concurrent.ThreadPoolExecutor
 649:             2             80  java.util.regex.Pattern$Loop
 650:             5             80  java.util.stream.Collectors$$Lambda$41/990355670
 651:             5             80  java.util.stream.StreamOpFlag$MaskBuilder
 652:             2             80  org.apache.log4j.helpers.PatternParser$CategoryPatternConverter
 653:             1             80  org.jetbrains.jps.cmdline.ProjectDescriptor
 654:             2             80  org.jetbrains.jps.maven.model.impl.MavenResourceRootDescriptor
 655:             1             80  org.jetbrains.jps.model.java.impl.compiler.JpsJavaCompilerConfigurationImpl
 656:             2             80  sun.nio.ch.SocketAdaptor
 657:             2             80  sun.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl
 658:             2             80  sun.reflect.generics.repository.MethodRepository
 659:             2             80  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint
 660:             1             72  [Ljava.lang.invoke.LambdaFormEditor$Transform$Kind;
 661:             2             72  [Lorg.jetbrains.jps.incremental.ModuleLevelBuilder;
 662:             2             72  [Lsun.security.jca.ProviderConfig;
 663:             3             72  com.intellij.openapi.util.io.FileAttributes$Type
 664:             3             72  com.intellij.util.ThreeState
 665:             3             72  com.sun.nio.file.ExtendedOpenOption
 666:             3             72  io.netty.buffer.PoolArena$SizeClass
 667:             3             72  java.io.OutputStreamWriter
 668:             3             72  java.lang.ThreadLocal$ThreadLocalMap
 669:             3             72  java.lang.annotation.RetentionPolicy
 670:             3             72  java.security.SecurityPermission
 671:             1             72  java.util.ResourceBundle$RBClassLoader
 672:             3             72  java.util.ServiceLoader$1
 673:             3             72  java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater$1
 674:             3             72  java.util.logging.LogManager$5
 675:             1             72  java.util.logging.LogManager$RootLogger
 676:             3             72  java.util.stream.Collector$Characteristics
 677:             3             72  org.jetbrains.jps.api.CmdlineRemoteProto$Message$Type
 678:             3             72  org.jetbrains.jps.builders.java.dependencyView.IntIntPersistentMultiMaplet
 679:             3             72  org.jetbrains.jps.incremental.groovy.CheckResourcesTarget
 680:             3             72  org.jetbrains.jps.incremental.groovy.GroovyResourceRootDescriptor
 681:             3             72  org.jetbrains.jps.indices.impl.ModuleExcludeIndexImpl$FileLocation
 682:             3             72  org.jetbrains.jps.intellilang.instrumentation.InstrumentationType
 683:             1             72  org.jetbrains.jps.maven.model.impl.MavenModuleResourceConfiguration
 684:             3             72  org.jetbrains.jps.model.jarRepository.JpsRemoteRepositoryDescription
 685:             3             72  org.jetbrains.jps.model.library.JpsLibraryRoot$InclusionOptions
 686:             3             72  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
 687:             3             72  sun.misc.ProxyGenerator$ConstantPool
 688:             3             72  sun.reflect.annotation.AnnotationType$1
 689:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
 690:             2             64  [Lcom.sun.nio.file.ExtendedOpenOption;
 691:             2             64  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
 692:             2             64  [Lio.netty.buffer.PoolArena$SizeClass;
 693:             2             64  [Lio.netty.util.ResourceLeakDetector$Level;
 694:             2             64  [Ljava.lang.Thread;
 695:             2             64  [Ljava.lang.annotation.RetentionPolicy;
 696:             2             64  [Ljava.util.stream.Collector$Characteristics;
 697:             2             64  [Lorg.jetbrains.jps.model.java.JpsJavaClasspathKind;
 698:             2             64  [Lorg.jetbrains.jps.model.java.JpsJavaDependencyScope;
 699:             2             64  [Lorg.jetbrains.jps.model.library.JpsLibraryRoot$InclusionOptions;
 700:             2             64  [Lsun.nio.fs.NativeBuffer;
 701:             4             64  com.intellij.openapi.util.io.FileFilters$1
 702:             2             64  com.intellij.util.EventDispatcher
 703:             2             64  com.intellij.util.xmlb.AccessorBindingWrapper
 704:             4             64  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver
 705:             4             64  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver
 706:             4             64  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver
 707:             4             64  com.sun.org.apache.xerces.internal.util.NamespaceContextWrapper
 708:             2             64  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property
 709:             4             64  com.sun.proxy.$Proxy2
 710:             4             64  com.sun.proxy.$Proxy9
 711:             2             64  io.netty.buffer.EmptyByteBuf
 712:             1             64  io.netty.buffer.PoolThreadCache
 713:             1             64  io.netty.buffer.PooledByteBufAllocator
 714:             2             64  io.netty.channel.AdaptiveRecvByteBufAllocator
 715:             1             64  io.netty.channel.ChannelOutboundBuffer
 716:             1             64  io.netty.channel.ChannelOutboundBuffer$Entry
 717:             1             64  io.netty.channel.DefaultChannelPipeline$HeadContext
 718:             1             64  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelConfig
 719:             2             64  io.netty.util.concurrent.DefaultPromise
 720:             1             64  io.netty.util.concurrent.GlobalEventExecutor
 721:             4             64  io.netty.util.internal.ObjectPool$RecyclerObjectPool
 722:             4             64  io.netty.util.internal.TypeParameterMatcher$ReflectiveMatcher
 723:             2             64  java.io.PrintStream
 724:             2             64  java.lang.ClassValue$Entry
 725:             2             64  java.lang.NoSuchMethodError
 726:             2             64  java.lang.StringCoding$StringDecoder
 727:             2             64  java.lang.UnsupportedOperationException
 728:             2             64  java.lang.VirtualMachineError
 729:             2             64  java.lang.ref.ReferenceQueue$Null
 730:             2             64  java.security.MessageDigest$Delegate
 731:             1             64  java.security.SecureRandom
 732:             2             64  java.util.Collections$SynchronizedMap
 733:             2             64  java.util.ResourceBundle$LoaderReference
 734:             2             64  java.util.concurrent.ConcurrentHashMap$ForwardingNode
 735:             2             64  java.util.regex.Pattern$Behind
 736:             1             64  java.util.stream.ReferencePipeline$3
 737:             1             64  org.apache.log4j.ConsoleAppender
 738:             2             64  org.apache.log4j.PatternLayout
 739:             2             64  org.jetbrains.jps.builders.java.JavaSourceRootDescriptor
 740:             2             64  org.jetbrains.jps.builders.java.ResourceRootDescriptor
 741:             2             64  org.jetbrains.jps.incremental.groovy.GroovyBuilder
 742:             2             64  org.jetbrains.jps.maven.model.impl.ResourceRootConfiguration
 743:             4             64  org.jetbrains.jps.model.library.impl.JpsLibraryCollectionImpl
 744:             2             64  org.jetbrains.jps.model.library.impl.JpsSdkReferenceImpl
 745:             2             64  org.jetbrains.jps.model.library.impl.sdk.JpsSdkImpl
 746:             4             64  sun.net.www.protocol.jar.Handler
 747:             2             64  sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl
 748:             2             64  sun.reflect.generics.tree.MethodTypeSignature
 749:             2             64  sun.security.provider.SecureRandom
 750:             1             56  [Lcom.google.protobuf.GeneratedMessageLite$MethodToInvoke;
 751:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.XMLScanner$NameType;
 752:             1             56  [Ljava.lang.Runnable;
 753:             1             56  [Lsun.util.logging.PlatformLogger$Level;
 754:             1             56  [[I
 755:             1             56  com.intellij.util.io.PagedFileStorage$StorageLock
 756:             1             56  com.intellij.util.io.PagedFileStorage$StorageLock$1
 757:             1             56  io.netty.channel.DefaultChannelPipeline$TailContext
 758:             1             56  java.net.SocketPermission
 759:             1             56  java.util.logging.LogManager
 760:             1             56  org.jetbrains.jps.incremental.storage.BuildDataManager
 761:             1             56  sun.nio.ch.SinkChannelImpl
 762:             1             56  sun.nio.ch.SourceChannelImpl
 763:             1             48  [Lcom.intellij.diagnostic.LoadingState;
 764:             2             48  [Lcom.intellij.util.xmlb.annotations.Property$Style;
 765:             2             48  [Lcom.intellij.util.xmlb.annotations.XCollection$Style;
 766:             1             48  [Lcom.sun.beans.util.Cache$CacheEntry;
 767:             1             48  [Ljava.beans.WeakIdentityMap$Entry;
 768:             3             48  [Ljava.lang.annotation.Annotation;
 769:             1             48  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic;
 770:             1             48  [Ljava.util.concurrent.TimeUnit;
 771:             1             48  [Lorg.jdom.Content$CType;
 772:             2             48  [Lorg.jetbrains.jps.model.serialization.library.JpsLibraryRootTypeSerializer;
 773:             1             48  [Lsun.nio.ch.SelectionKeyImpl;
 774:             2             48  com.intellij.flex.build.FlexResourceBuildTargetType
 775:             2             48  com.intellij.openapi.util.LowMemoryWatcher$LowMemoryWatcherType
 776:             2             48  com.intellij.openapi.util.Pair
 777:             2             48  com.intellij.openapi.util.io.PathExecLazyValue
 778:             2             48  com.intellij.util.EventDispatcher$1
 779:             2             48  com.intellij.util.PathUtilRt$Platform
 780:             2             48  com.intellij.util.concurrency.AtomicFieldUpdater
 781:             2             48  com.intellij.util.containers.ConcurrentFactoryMap$2
 782:             3             48  com.intellij.util.containers.ContainerUtil$ImmutableListBackedByArray
 783:             2             48  com.intellij.util.containers.DisposableWrapperList
 784:             1             48  com.intellij.util.containers.RefHashMap$MyMap
 785:             1             48  com.intellij.util.containers.SoftHashMap
 786:             2             48  com.intellij.util.xmlb.annotations.Property$Style
 787:             2             48  com.intellij.util.xmlb.annotations.XCollection$Style
 788:             3             48  com.sun.proxy.$Proxy1
 789:             2             48  gnu.trove.THashSet$HashProcedure
 790:             1             48  gnu.trove.TIntHashSet
 791:             1             48  io.netty.bootstrap.AbstractBootstrap$PendingRegistrationPromise
 792:             1             48  io.netty.bootstrap.Bootstrap
 793:             1             48  io.netty.buffer.UnpooledHeapByteBuf
 794:             1             48  io.netty.channel.DefaultChannelPipeline
 795:             2             48  io.netty.channel.VoidChannelPromise
 796:             2             48  io.netty.util.Recycler$WeakOrderQueue$Head
 797:             3             48  io.netty.util.concurrent.PromiseTask$SentinelRunnable
 798:             2             48  io.netty.util.internal.DefaultPriorityQueue
 799:             2             48  java.io.BufferedOutputStream
 800:             2             48  java.io.File$PathStatus
 801:             2             48  java.lang.Class$4
 802:             3             48  java.lang.ClassLoader$2
 803:             1             48  java.lang.ProcessEnvironment
 804:             1             48  java.lang.invoke.BoundMethodHandle$Species_L4
 805:             2             48  java.lang.reflect.ReflectPermission
 806:             2             48  java.net.InetAddress$Cache
 807:             2             48  java.net.InetAddress$Cache$Type
 808:             2             48  java.net.StandardProtocolFamily
 809:             2             48  java.nio.charset.CoderResult
 810:             3             48  java.nio.charset.CodingErrorAction
 811:             1             48  java.util.Properties$LineReader
 812:             2             48  java.util.concurrent.ConcurrentLinkedQueue
 813:             2             48  java.util.concurrent.ConcurrentLinkedQueue$Node
 814:             1             48  java.util.concurrent.ThreadPoolExecutor$Worker
 815:             2             48  java.util.logging.Logger$LoggerBundle
 816:             2             48  java.util.regex.Pattern$5
 817:             3             48  java.util.regex.Pattern$Dot
 818:             2             48  java.util.regex.Pattern$Prolog
 819:             2             48  java.util.regex.Pattern$SliceI
 820:             1             48  org.apache.log4j.Hierarchy
 821:             2             48  org.apache.log4j.helpers.FormattingInfo
 822:             2             48  org.apache.log4j.helpers.OnlyOnceErrorHandler
 823:             2             48  org.jetbrains.jps.builders.java.JavaModuleBuildTargetType
 824:             2             48  org.jetbrains.jps.builders.java.ResourcesTargetType
 825:             3             48  org.jetbrains.jps.builders.java.dependencyView.IntIntPersistentMultiMaplet$IntSetExternalizer
 826:             1             48  org.jetbrains.jps.builders.java.dependencyView.IntObjectPersistentMultiMaplet$1
 827:             1             48  org.jetbrains.jps.builders.java.dependencyView.ObjectObjectPersistentMultiMaplet$1
 828:             2             48  org.jetbrains.jps.gradle.model.impl.GradleResourcesTargetType
 829:             2             48  org.jetbrains.jps.incremental.groovy.CheckResourcesTarget$Type
 830:             2             48  org.jetbrains.jps.incremental.groovy.CheckResourcesTarget$Type$1
 831:             2             48  org.jetbrains.jps.incremental.relativizer.CommonPathRelativizer
 832:             2             48  org.jetbrains.jps.maven.model.impl.MavenAnnotationProcessorTargetType
 833:             2             48  org.jetbrains.jps.maven.model.impl.MavenResourcesTargetType
 834:             2             48  org.jetbrains.jps.model.java.JavaResourceRootType
 835:             2             48  org.jetbrains.jps.model.java.JavaSourceRootProperties
 836:             2             48  org.jetbrains.jps.model.java.JavaSourceRootType
 837:             2             48  org.jetbrains.jps.model.java.impl.JpsJavaDependenciesRootsEnumeratorImpl
 838:             2             48  org.jetbrains.jps.model.java.impl.compiler.JpsCompilerExcludesImpl
 839:             2             48  org.jetbrains.jps.model.module.impl.JpsDependenciesRootsEnumeratorBase$$Lambda$55/384587033
 840:             2             48  org.jetbrains.jps.model.module.impl.JpsSdkReferencesTableImpl
 841:             2             48  sun.misc.NativeSignalHandler
 842:             2             48  sun.misc.Signal
 843:             2             48  sun.nio.ch.Util$BufferCache
 844:             1             48  sun.nio.ch.WindowsSelectorImpl$FdMap
 845:             2             48  sun.reflect.generics.scope.MethodScope
 846:             2             48  sun.security.jca.ProviderList
 847:             2             48  sun.security.jca.ProviderList$3
 848:             2             48  sun.security.util.DisabledAlgorithmConstraints$DisabledConstraint
 849:             1             48  sun.util.resources.CalendarData
 850:             1             48  sun.util.resources.zh.CalendarData_zh
 851:             1             40  [Ljava.nio.charset.Charset;
 852:             1             40  [Lsun.nio.fs.WindowsPathType;
 853:             1             40  [Lsun.security.util.DisabledAlgorithmConstraints$Constraint$Operator;
 854:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type;
 855:             1             40  [[Ljava.lang.invoke.LambdaForm$Name;
 856:             1             40  com.intellij.openapi.util.RecursionManager$CalculationStack
 857:             1             40  com.intellij.openapi.util.io.FileAttributes
 858:             1             40  com.sun.beans.finder.MethodFinder$1
 859:             1             40  io.netty.channel.AbstractChannel$CloseFuture
 860:             1             40  io.netty.channel.DefaultChannelPromise
 861:             1             40  io.netty.channel.socket.nio.NioSocketChannel$NioSocketChannelUnsafe
 862:             1             40  io.netty.handler.codec.protobuf.ProtobufVarint32FrameDecoder
 863:             1             40  java.beans.WeakIdentityMap$Entry
 864:             1             40  java.util.HashMap$KeySpliterator
 865:             1             40  java.util.ResourceBundle$1
 866:             1             40  org.apache.log4j.helpers.CountingQuietWriter
 867:             1             40  org.apache.log4j.helpers.PatternParser$DatePatternConverter
 868:             1             40  org.apache.log4j.spi.RootLogger
 869:             1             40  org.jetbrains.jps.cmdline.PreloadedData
 870:             1             40  org.jetbrains.jps.incremental.storage.BuildTargetsState
 871:             1             40  org.jetbrains.jps.incremental.storage.FileTimestampStorage
 872:             1             40  org.jetbrains.jps.incremental.storage.OneToManyPathsMapping
 873:             1             40  org.jetbrains.jps.incremental.storage.OutputToTargetRegistry
 874:             1             40  org.jetbrains.jps.model.impl.JpsProjectImpl
 875:             1             40  org.jetbrains.jps.model.java.compiler.EclipseCompilerOptions
 876:             1             40  org.jetbrains.jps.model.java.impl.JpsJavaModuleExtensionImpl
 877:             1             40  sun.nio.ch.SelectionKeyImpl
 878:             1             40  sun.nio.cs.StandardCharsets$Aliases
 879:             1             40  sun.nio.cs.StandardCharsets$Cache
 880:             1             40  sun.nio.cs.StandardCharsets$Classes
 881:             1             40  sun.nio.cs.ext.ExtendedCharsets
 882:             1             32  [Lcom.intellij.openapi.util.io.FileAttributes$Type;
 883:             1             32  [Lcom.intellij.util.ThreeState;
 884:             1             32  [Lcom.sun.beans.util.Cache$Kind;
 885:             2             32  [Ljava.lang.Enum;
 886:             1             32  [Ljava.lang.OutOfMemoryError;
 887:             1             32  [Ljava.lang.ThreadGroup;
 888:             1             32  [Ljava.lang.invoke.LambdaFormEditor$Transform;
 889:             2             32  [Ljava.security.cert.Certificate;
 890:             2             32  [Ljava.util.Map$Entry;
 891:             1             32  [Ljava.util.stream.StreamShape;
 892:             1             32  [Lorg.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage$Type;
 893:             1             32  [Lorg.jetbrains.jps.api.CmdlineRemoteProto$Message$Type;
 894:             1             32  [Lorg.jetbrains.jps.indices.impl.ModuleExcludeIndexImpl$FileLocation;
 895:             1             32  [Lorg.jetbrains.jps.intellilang.instrumentation.InstrumentationType;
 896:             1             32  [Lorg.jetbrains.jps.model.serialization.JpsGlobalExtensionSerializer;
 897:             2             32  [Lsun.reflect.generics.tree.TypeSignature;
 898:             1             32  com.google.protobuf.CodedOutputStream$ArrayEncoder
 899:             1             32  com.google.protobuf.UnknownFieldSetLite
 900:             1             32  com.intellij.lang.aspectj.build.config.AjCompilerSettings
 901:             1             32  com.intellij.openapi.fileTypes.impl.FileTypeAssocTable
 902:             2             32  com.intellij.openapi.util.StaticGetter
 903:             2             32  com.intellij.util.containers.LockFreeCopyOnWriteArrayList
 904:             1             32  com.intellij.util.containers.WeakList
 905:             1             32  com.intellij.util.io.CachingEnumerator
 906:             1             32  com.intellij.util.io.PersistentHashMapValueStorage$1
 907:             1             32  com.intellij.util.io.PersistentHashMapValueStorage$2
 908:             1             32  com.intellij.util.io.PersistentHashMapValueStorage$3
 909:             1             32  com.intellij.util.text.CharArrayCharSequence
 910:             2             32  com.intellij.util.text.CharSequenceHashingStrategy
 911:             2             32  com.intellij.util.xmlb.SkipDefaultValuesSerializationFilters
 912:             2             32  com.sun.beans.WeakCache
 913:             1             32  com.sun.beans.finder.BeanInfoFinder
 914:             1             32  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1
 915:             2             32  com.sun.proxy.$Proxy12
 916:             2             32  com.sun.proxy.$Proxy6
 917:             1             32  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 918:             1             32  io.netty.buffer.UnpooledByteBufAllocator
 919:             1             32  io.netty.channel.AbstractChannelHandlerContext$WriteTask
 920:             1             32  io.netty.channel.DefaultChannelId
 921:             1             32  io.netty.channel.nio.NioEventLoopGroup
 922:             1             32  io.netty.handler.codec.CodecOutputList$CodecOutputLists
 923:             1             32  io.netty.handler.codec.protobuf.ProtobufDecoder
 924:             1             32  io.netty.util.Recycler$WeakOrderQueue$Link
 925:             1             32  io.netty.util.ResourceLeakDetector
 926:             1             32  io.netty.util.concurrent.DefaultThreadFactory
 927:             1             32  java.beans.ThreadGroupContext
 928:             1             32  java.beans.ThreadGroupContext$1
 929:             1             32  java.io.WinNTFileSystem
 930:             1             32  java.lang.ArithmeticException
 931:             1             32  java.lang.ArrayIndexOutOfBoundsException
 932:             1             32  java.lang.NoSuchMethodException
 933:             1             32  java.lang.NullPointerException
