6
 num     #instances         #bytes  class name
 934:             2             32  java.lang.Shutdown$Lock
 935:             1             32  java.lang.StackTraceElement
 936:             1             32  java.lang.StringCoding$StringEncoder
 937:             1             32  java.lang.reflect.WeakCache
 938:             2             32  java.nio.ByteOrder
 939:             1             32  java.security.BasicPermissionCollection
 940:             1             32  java.text.DontCareFieldPosition
 941:             2             32  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
 942:             2             32  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$UnmodifiableEntry
 943:             2             32  java.util.IdentityHashMap$KeySet
 944:             1             32  java.util.LinkedHashMap$LinkedValueIterator
 945:             2             32  java.util.LinkedHashMap$LinkedValues
 946:             1             32  java.util.Random
 947:             1             32  java.util.UUID
 948:             1             32  java.util.concurrent.CancellationException
 949:             1             32  java.util.concurrent.CountDownLatch$Sync
 950:             1             32  java.util.concurrent.SynchronousQueue
 951:             1             32  java.util.concurrent.SynchronousQueue$TransferStack$SNode
 952:             1             32  java.util.concurrent.ThreadLocalRandom
 953:             2             32  java.util.concurrent.atomic.AtomicReference
 954:             1             32  java.util.logging.LogManager$SystemLoggerContext
 955:             1             32  java.util.regex.Pattern$BnM
 956:             1             32  org.jetbrains.jps.builders.impl.BuildRootIndexImpl
 957:             1             32  org.jetbrains.jps.builders.impl.BuildTargetIndexImpl
 958:             1             32  org.jetbrains.jps.builders.java.dependencyView.DependencyContext
 959:             1             32  org.jetbrains.jps.builders.java.dependencyView.Mappings$2
 960:             1             32  org.jetbrains.jps.cmdline.BuildMain$MyMessageHandler
 961:             1             32  org.jetbrains.jps.cmdline.BuildRunner
 962:             1             32  org.jetbrains.jps.cmdline.JpsModelLoaderImpl
 963:             1             32  org.jetbrains.jps.incremental.BuilderRegistry
 964:             1             32  org.jetbrains.jps.incremental.CompilerEncodingConfiguration
 965:             1             32  org.jetbrains.jps.incremental.fs.BuildFSState
 966:             2             32  org.jetbrains.jps.incremental.groovy.CompilingGroovycRunner
 967:             1             32  org.jetbrains.jps.incremental.groovy.GreclipseBuilder
 968:             1             32  org.jetbrains.jps.indices.impl.ModuleExcludeIndexImpl
 969:             1             32  org.jetbrains.jps.maven.model.impl.MavenProjectConfiguration
 970:             2             32  org.jetbrains.jps.model.impl.JpsGlobalElementReference
 971:             1             32  org.jetbrains.jps.model.impl.JpsGlobalImpl
 972:             1             32  org.jetbrains.jps.model.impl.JpsModelImpl
 973:             1             32  org.jetbrains.jps.model.impl.runConfiguration.JpsRunConfigurationImpl
 974:             1             32  org.jetbrains.jps.model.java.compiler.JpsJavaCompilerOptions
 975:             1             32  org.jetbrains.jps.model.java.compiler.RmicCompilerOptions
 976:             2             32  org.jetbrains.jps.model.module.impl.JpsDependenciesRootsEnumeratorBase$$Lambda$54/607932305
 977:             1             32  org.jetbrains.jps.model.module.impl.JpsModuleImpl
 978:             1             32  sun.nio.ch.AllocatedNativeObject
 979:             1             32  sun.nio.ch.PollArrayWrapper
 980:             1             32  sun.nio.ch.ServerSocketAdaptor
 981:             2             32  sun.nio.ch.SocketDispatcher
 982:             1             32  sun.nio.ch.WindowsSelectorImpl$MapEntry
 983:             1             32  sun.nio.ch.WindowsSelectorImpl$SubSelector
 984:             1             32  sun.nio.cs.StandardCharsets
 985:             1             32  sun.nio.fs.WindowsFileSystem
 986:             2             32  sun.reflect.BootstrapConstructorAccessorImpl
 987:             1             32  sun.reflect.MethodAccessorGenerator$1
 988:             1             32  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl
 989:             2             32  sun.reflect.generics.tree.TypeVariableSignature
 990:             1             32  sun.util.locale.provider.LocaleResources
 991:             1             32  sun.util.locale.provider.LocaleServiceProviderPool
 992:             1             24  [Lcom.intellij.flex.build.FlexResourceBuildTargetType;
 993:             1             24  [Lcom.intellij.lang.aspectj.build.AjBuilderBase;
 994:             1             24  [Lcom.intellij.openapi.util.LowMemoryWatcher$LowMemoryWatcherType;
 995:             1             24  [Lcom.intellij.util.PathUtilRt$Platform;
 996:             1             24  [Lio.netty.util.concurrent.EventExecutor;
 997:             1             24  [Lio.netty.util.concurrent.GenericFutureListener;
 998:             1             24  [Ljava.io.File$PathStatus;
 999:             1             24  [Ljava.lang.ClassValue$Entry;
1000:             1             24  [Ljava.net.InetAddress$Cache$Type;
1001:             1             24  [Ljava.net.StandardProtocolFamily;
1002:             1             24  [Ljava.util.Locale$Category;
1003:             1             24  [Lorg.jetbrains.jps.builders.java.JavaModuleBuildTargetType;
1004:             1             24  [Lorg.jetbrains.jps.builders.java.ResourcesTargetType;
1005:             1             24  [Lorg.jetbrains.jps.gradle.model.impl.GradleResourcesTargetType;
1006:             1             24  [Lorg.jetbrains.jps.incremental.groovy.CheckResourcesTarget$Type;
1007:             1             24  [Lorg.jetbrains.jps.maven.model.impl.MavenResourcesTargetType;
1008:             1             24  [Lorg.jetbrains.jps.uiDesigner.compiler.FormsBuilder;
1009:             1             24  [Lsun.launcher.LauncherHelper;
1010:             1             24  com.intellij.flex.build.FlexBuildTargetType
1011:             1             24  com.intellij.flex.model.sdk.JpsFlexSdkType
1012:             1             24  com.intellij.flex.model.sdk.JpsFlexmojosSdkType
1013:             1             24  com.intellij.jps.flex.build.FlexBuilder
1014:             1             24  com.intellij.lang.aspectj.build.AjTranslatingBuilder
1015:             1             24  com.intellij.lang.aspectj.build.AjWeavingBuilder
1016:             1             24  com.intellij.lang.aspectj.build.config.AjJpsCompilerSettings
1017:             1             24  com.intellij.openapi.fileTypes.WildcardFileNameMatcher
1018:             1             24  com.intellij.openapi.fileTypes.impl.IgnoredPatternSet
1019:             1             24  com.intellij.openapi.util.TextRange
1020:             1             24  com.intellij.openapi.util.text.StringUtil$MyHtml2Text
1021:             1             24  com.intellij.util.ConcurrencyUtil$$Lambda$8/361993357
1022:             1             24  com.intellij.util.containers.ConcurrentIntKeyWeakValueHashMap
1023:             1             24  com.intellij.util.containers.ContainerUtil$10
1024:             1             24  com.intellij.util.containers.MultiMap$EmptyMap
1025:             1             24  com.intellij.util.containers.RefHashMap$HardKey
1026:             1             24  com.intellij.util.io.PagedFileStorage$StorageLockContext
1027:             1             24  com.intellij.util.io.PersistentEnumeratorBase$FlyweightKey
1028:             1             24  com.intellij.util.io.PersistentStringEnumerator
1029:             1             24  com.intellij.util.xmlb.BeanBinding$XmlSerializerPropertyCollector
1030:             1             24  com.intellij.util.xmlb.JDOMElementBinding
1031:             1             24  com.sun.beans.util.Cache$Kind$1
1032:             1             24  com.sun.beans.util.Cache$Kind$2
1033:             1             24  com.sun.beans.util.Cache$Kind$3
1034:             1             24  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager
1035:             1             24  com.sun.xml.internal.stream.XMLInputFactoryImpl
1036:             1             24  gnu.trove.THashMap$EntryView
1037:             1             24  io.netty.buffer.PooledByteBufAllocator$PoolThreadLocalCache
1038:             1             24  io.netty.buffer.UnpooledByteBufAllocator$UnpooledByteBufAllocatorMetric
1039:             1             24  io.netty.channel.ChannelMetadata
1040:             1             24  io.netty.channel.ChannelOption$1
1041:             1             24  io.netty.channel.SucceededChannelFuture
1042:             1             24  io.netty.channel.WriteBufferWaterMark
1043:             1             24  io.netty.channel.nio.SelectedSelectionKeySet
1044:             1             24  io.netty.channel.nio.SelectedSelectionKeySetSelector
1045:             1             24  io.netty.handler.codec.protobuf.ProtobufEncoder
1046:             1             24  io.netty.handler.codec.protobuf.ProtobufVarint32LengthFieldPrepender
1047:             1             24  io.netty.resolver.AddressResolverGroup$1
1048:             1             24  io.netty.resolver.DefaultAddressResolverGroup
1049:             1             24  io.netty.resolver.DefaultNameResolver
1050:             1             24  io.netty.resolver.InetSocketAddressResolver
1051:             1             24  io.netty.util.ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory
1052:             1             24  io.netty.util.concurrent.DefaultEventExecutorChooserFactory$PowerOfTwoEventExecutorChooser
1053:             1             24  io.netty.util.concurrent.DefaultFutureListeners
1054:             1             24  io.netty.util.concurrent.FailedFuture
1055:             1             24  io.netty.util.internal.ThreadExecutorMap$1
1056:             1             24  io.netty.util.internal.ThreadExecutorMap$2
1057:             1             24  io.netty.util.internal.ThreadExecutorMap$3
1058:             1             24  java.lang.ClassValue$Version
1059:             1             24  java.lang.Double
1060:             1             24  java.lang.ProcessEnvironment$CheckedEntrySet$1
1061:             1             24  java.lang.ThreadLocal$SuppliedThreadLocal
1062:             1             24  java.lang.invoke.MethodHandleImpl$4
1063:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet
1064:             1             24  java.net.Inet6AddressImpl
1065:             1             24  java.nio.file.LinkOption
1066:             1             24  java.security.AllPermissionCollection
1067:             1             24  java.util.BitSet
1068:             1             24  java.util.Collections$3
1069:             1             24  java.util.Collections$EmptyMap
1070:             1             24  java.util.Collections$SynchronizedRandomAccessList
1071:             1             24  java.util.Collections$UnmodifiableList
1072:             1             24  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1
1073:             1             24  java.util.Date
1074:             1             24  java.util.Locale$Cache
1075:             1             24  java.util.ResourceBundle$Control$CandidateListCache
1076:             1             24  java.util.concurrent.Executors$RunnableAdapter
1077:             1             24  java.util.concurrent.TimeUnit$1
1078:             1             24  java.util.concurrent.TimeUnit$2
1079:             1             24  java.util.concurrent.TimeUnit$3
1080:             1             24  java.util.concurrent.TimeUnit$4
1081:             1             24  java.util.concurrent.TimeUnit$5
1082:             1             24  java.util.concurrent.TimeUnit$6
1083:             1             24  java.util.concurrent.TimeUnit$7
1084:             1             24  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl$1
1085:             1             24  java.util.logging.LogManager$2
1086:             1             24  java.util.logging.LogManager$LoggerContext
1087:             1             24  java.util.logging.LoggingPermission
1088:             1             24  java.util.regex.Pattern$Dollar
1089:             1             24  java.util.regex.Pattern$Pos
1090:             1             24  java.util.regex.Pattern$Ques
1091:             1             24  java.util.stream.ReferencePipeline$3$1
1092:             1             24  kotlin.collections.ArrayAsCollection
1093:             1             24  org.apache.log4j.helpers.ISO8601DateFormat
1094:             1             24  org.jetbrains.jps.android.AndroidManifestMergingTarget$MyTargetType
1095:             1             24  org.jetbrains.jps.android.builder.AndroidAarDepsBuildTarget$MyTargetType
1096:             1             24  org.jetbrains.jps.android.builder.AndroidDexBuildTarget$MyTargetType
1097:             1             24  org.jetbrains.jps.android.builder.AndroidLibraryPackagingTarget$MyTargetType
1098:             1             24  org.jetbrains.jps.android.builder.AndroidPackagingBuildTarget$MyTargetType
1099:             1             24  org.jetbrains.jps.android.builder.AndroidPreDexBuildTarget$MyTargetType
1100:             1             24  org.jetbrains.jps.android.builder.AndroidResourceCachingBuildTarget$MyTargetType
1101:             1             24  org.jetbrains.jps.android.builder.AndroidResourcePackagingBuildTarget$MyTargetType
1102:             1             24  org.jetbrains.jps.android.model.JpsAndroidSdkType
1103:             1             24  org.jetbrains.jps.android.model.impl.JpsAndroidModelSerializerExtension$1
1104:             1             24  org.jetbrains.jps.android.model.impl.JpsAndroidModelSerializerExtension$2
1105:             1             24  org.jetbrains.jps.api.CmdlineRemoteProto$Message$Builder
1106:             1             24  org.jetbrains.jps.api.CmdlineRemoteProto$Message$BuilderMessage$Builder
1107:             1             24  org.jetbrains.jps.api.CmdlineRemoteProto$Message$UUID$Builder
1108:             1             24  org.jetbrains.jps.backwardRefs.JavaBackwardReferenceIndexBuilder
1109:             1             24  org.jetbrains.jps.builders.impl.BuildTargetRegistryImpl
1110:             1             24  org.jetbrains.jps.builders.java.JavaSourceRootDescriptor$$Lambda$57/1827725498
1111:             1             24  org.jetbrains.jps.builders.java.dependencyView.ClassFileReprExternalizer
1112:             1             24  org.jetbrains.jps.builders.java.dependencyView.DependencyContext$1
1113:             1             24  org.jetbrains.jps.builders.java.dependencyView.IntObjectPersistentMultiMaplet
1114:             1             24  org.jetbrains.jps.builders.java.dependencyView.IntObjectPersistentMultiMaplet$CollectionDataExternalizer
1115:             1             24  org.jetbrains.jps.builders.java.dependencyView.ObjectObjectPersistentMultiMaplet$CollectionDataExternalizer
1116:             1             24  org.jetbrains.jps.cmdline.BuildMain$1
1117:             1             24  org.jetbrains.jps.devkit.model.JpsIdeaSdkType
1118:             1             24  org.jetbrains.jps.gradle.model.impl.JpsGradleExtensionServiceImpl
1119:             1             24  org.jetbrains.jps.gwt.build.GwtBuildTargetType
1120:             1             24  org.jetbrains.jps.incremental.artifacts.ArtifactBuildTargetType
1121:             1             24  org.jetbrains.jps.incremental.dependencies.ProjectDependenciesResolver$ProjectDependenciesResolvingTargetType
1122:             1             24  org.jetbrains.jps.incremental.groovy.GreclipseBuilder$1
1123:             1             24  org.jetbrains.jps.incremental.groovy.GreclipseJpsCompilerSettings
1124:             1             24  org.jetbrains.jps.incremental.groovy.GreclipseSettings
1125:             1             24  org.jetbrains.jps.incremental.instrumentation.NotNullInstrumentingBuilder
1126:             1             24  org.jetbrains.jps.incremental.java.JavaBuilder
1127:             1             24  org.jetbrains.jps.incremental.relativizer.GradlePathRelativizer
1128:             1             24  org.jetbrains.jps.incremental.relativizer.MavenPathRelativizer
1129:             1             24  org.jetbrains.jps.incremental.relativizer.PathRelativizerService
1130:             1             24  org.jetbrains.jps.intellilang.instrumentation.PatternValidatorBuilder
1131:             1             24  org.jetbrains.jps.intellilang.model.impl.JpsIntelliLangConfigurationImpl
1132:             1             24  org.jetbrains.jps.javaee.build.jspValidation.JspValidationTarget$Type
1133:             1             24  org.jetbrains.jps.javaee.model.impl.JpsApplicationServersTableImpl
1134:             1             24  org.jetbrains.jps.javaee.model.web.impl.JpsWebModuleExtensionImpl
1135:             1             24  org.jetbrains.jps.maven.model.impl.JpsMavenExtensionServiceImpl
1136:             1             24  org.jetbrains.jps.maven.model.impl.JpsMavenModuleExtensionImpl
1137:             1             24  org.jetbrains.jps.maven.model.impl.MavenIdBean
1138:             1             24  org.jetbrains.jps.model.ex.JpsFactoryElementChildRoleBase
1139:             1             24  org.jetbrains.jps.model.impl.JpsElementFactoryImpl$1
1140:             1             24  org.jetbrains.jps.model.impl.JpsEncodingProjectConfigurationImpl
1141:             1             24  org.jetbrains.jps.model.impl.JpsFileTypesConfigurationImpl
1142:             1             24  org.jetbrains.jps.model.impl.JpsSimpleElementImpl
1143:             1             24  org.jetbrains.jps.model.jarRepository.impl.JpsRemoteRepositoriesConfigurationImpl
1144:             1             24  org.jetbrains.jps.model.java.JavaResourceRootProperties
1145:             1             24  org.jetbrains.jps.model.java.JpsJavaSdkType
1146:             1             24  org.jetbrains.jps.model.java.impl.JpsJavaProjectExtensionImpl
1147:             1             24  org.jetbrains.jps.model.java.impl.compiler.JpsValidationConfigurationImpl
1148:             1             24  org.jetbrains.jps.model.module.impl.JpsDependenciesListImpl
1149:             1             24  org.jetbrains.jps.model.module.impl.JpsModuleSourceDependencyImpl
1150:             1             24  org.jetbrains.jps.model.module.impl.JpsSdkDependencyImpl
1151:             1             24  org.jetbrains.jps.model.module.impl.JpsSdkReferenceRole
1152:             1             24  org.jetbrains.jps.model.serialization.JpsGlobalLoader$FileTypesSerializer
1153:             1             24  org.jetbrains.jps.model.serialization.JpsGlobalLoader$GlobalLibrariesSerializer
1154:             1             24  org.jetbrains.jps.model.serialization.JpsGlobalLoader$SdkTableSerializer
1155:             1             24  org.jetbrains.jps.model.serialization.impl.JpsModuleSerializationDataExtensionImpl
1156:             1             24  org.jetbrains.jps.model.serialization.impl.JpsPathVariablesConfigurationImpl
1157:             1             24  org.jetbrains.jps.model.serialization.impl.JpsProjectSerializationDataExtensionImpl
1158:             1             24  org.jetbrains.jps.model.serialization.jarRepository.JpsRemoteRepositoriesConfigurationSerializer
1159:             1             24  org.jetbrains.jps.model.serialization.java.JpsJavaModelSerializerExtension$JavaSourceRootPropertiesSerializer
1160:             1             24  org.jetbrains.jps.model.serialization.library.JpsLibraryTableSerializer$1
1161:             1             24  org.jetbrains.jps.model.serialization.library.JpsSdkTableSerializer$1
1162:             1             24  org.jetbrains.jps.model.serialization.runConfigurations.JpsUnknownRunConfigurationType
1163:             1             24  org.jetbrains.jps.service.impl.JpsServiceManagerImpl
1164:             1             24  org.jetbrains.jps.uiDesigner.compiler.FormsBindingManager
1165:             1             24  org.jetbrains.jps.uiDesigner.compiler.FormsInstrumenter
1166:             1             24  org.jetbrains.jps.uiDesigner.model.impl.JpsUiDesignerConfigurationImpl
1167:             1             24  org.jetbrains.jps.webSphere.LooseAppBuildTargetType
1168:             1             24  org.jetbrains.kotlin.jps.build.KotlinBuilder
1169:             1             24  org.jetbrains.kotlin.jps.build.TeamcityStatisticsLogger
1170:             1             24  org.jetbrains.kotlin.jps.model.JpsKotlinFacetConfigurationSerializer
1171:             1             24  org.jetbrains.kotlin.jps.model.Kotlin2JsCompilerArgumentsSerializer$1
1172:             1             24  org.jetbrains.kotlin.jps.model.Kotlin2JvmCompilerArgumentsSerializer$1
1173:             1             24  org.jetbrains.kotlin.jps.model.KotlinCommonCompilerArgumentsSerializer$1
1174:             1             24  org.jetbrains.kotlin.jps.model.KotlinCompilerSettingsSerializer$1
1175:             1             24  org.jetbrains.osgi.jps.build.OsmorcBuildTargetType
1176:             1             24  org.jetbrains.osgi.jps.model.impl.JpsOsmorcProjectExtensionImpl
1177:             1             24  org.jetbrains.osgi.jps.model.impl.OsmorcProjectExtensionProperties
1178:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
1179:             1             24  sun.launcher.LauncherHelper
1180:             1             24  sun.nio.ch.PipeImpl
1181:             1             24  sun.nio.ch.WindowsSelectorImpl$FinishLock
1182:             1             24  sun.nio.ch.WindowsSelectorImpl$StartLock
1183:             1             24  sun.nio.cs.ISO_8859_1
1184:             1             24  sun.nio.cs.MS1251
1185:             1             24  sun.nio.cs.ThreadLocalCoders$1
1186:             1             24  sun.nio.cs.ThreadLocalCoders$2
1187:             1             24  sun.nio.cs.US_ASCII
1188:             1             24  sun.nio.cs.UTF_16
1189:             1             24  sun.nio.cs.UTF_16BE
1190:             1             24  sun.nio.cs.UTF_16LE
1191:             1             24  sun.nio.cs.UTF_32BE
1192:             1             24  sun.nio.cs.UTF_32LE
1193:             1             24  sun.nio.cs.UTF_8
1194:             1             24  sun.nio.cs.ext.GBK
1195:             1             24  sun.nio.fs.WindowsSecurityDescriptor
1196:             1             24  sun.reflect.Label$PatchInfo
1197:             1             24  sun.reflect.generics.tree.Wildcard
1198:             1             24  sun.security.util.DisabledAlgorithmConstraints
1199:             1             24  sun.util.locale.BaseLocale$Cache
1200:             1             24  sun.util.locale.provider.CalendarDataProviderImpl
1201:             1             24  sun.util.locale.provider.CalendarProviderImpl
1202:             1             16  [Lcom.intellij.openapi.util.Key;
1203:             1             16  [Lcom.intellij.openapi.util.TextRange;
1204:             1             16  [Lio.netty.util.AsciiString;
1205:             1             16  [Ljava.beans.EventSetDescriptor;
1206:             1             16  [Ljava.lang.Throwable;
1207:             1             16  [Ljava.security.Provider;
1208:             1             16  [Ljava.security.cert.X509Certificate;
1209:             1             16  [Ljava.util.Collection;
1210:             1             16  [Ljava.util.logging.Handler;
1211:             1             16  [Ljavax.security.cert.X509Certificate;
1212:             1             16  com.google.protobuf.UnsafeUtil$1
1213:             1             16  com.google.protobuf.UnsafeUtil$JvmMemoryAccessor
1214:             1             16  com.intellij.flex.model.JpsFlexModelSerializerExtension
1215:             1             16  com.intellij.flex.model.module.JpsFlexModuleType
1216:             1             16  com.intellij.flex.model.run.JpsFlashRunConfigurationType
1217:             1             16  com.intellij.flex.model.run.JpsFlexUnitRunConfigurationType
1218:             1             16  com.intellij.jps.flex.build.FlexBuilderService
1219:             1             16  com.intellij.jps.flex.build.FlexExcludedJavaSourceRootProvider
1220:             1             16  com.intellij.jps.flex.build.FlexResourceBuilder
1221:             1             16  com.intellij.lang.aspectj.build.AjBuilderService
1222:             1             16  com.intellij.lang.aspectj.build.AjModelSerializerExtension
1223:             1             16  com.intellij.openapi.diagnostic.DefaultLogger
1224:             1             16  com.intellij.openapi.diagnostic.Logger$$Lambda$4/1558600329
1225:             1             16  com.intellij.openapi.fileTypes.WildcardFileNameMatcher$SuffixMatcher
1226:             1             16  com.intellij.openapi.util.EmptyRunnable
1227:             1             16  com.intellij.openapi.util.JDOMUtil$$Lambda$9/13329486
1228:             1             16  com.intellij.openapi.util.JDOMUtil$EmptyTextFilter
1229:             1             16  com.intellij.openapi.util.RecursionManager$$Lambda$28/1616974404
1230:             1             16  com.intellij.openapi.util.SafeJdomFactory$BaseSafeJdomFactory
1231:             1             16  com.intellij.openapi.util.ThreadLocalCachedByteArray
1232:             1             16  com.intellij.openapi.util.io.FileSystemUtil$IdeaWin32MediatorImpl
1233:             1             16  com.intellij.openapi.util.io.FileUtil$1
1234:             1             16  com.intellij.openapi.util.io.FileUtil$2
1235:             1             16  com.intellij.openapi.util.io.FileUtilRt$1
1236:             1             16  com.intellij.openapi.util.io.FileUtilRt$2
1237:             1             16  com.intellij.openapi.util.io.FileUtilRt$3
1238:             1             16  com.intellij.openapi.util.io.NullAppendable
1239:             1             16  com.intellij.openapi.util.io.win32.IdeaWin32
1240:             1             16  com.intellij.openapi.util.text.StringUtil$$Lambda$1/930990596
1241:             1             16  com.intellij.openapi.util.text.StringUtil$$Lambda$2/6566818
1242:             1             16  com.intellij.openapi.util.text.StringUtil$$Lambda$3/1650967483
1243:             1             16  com.intellij.util.ArrayUtil$$Lambda$11/1032986144
1244:             1             16  com.intellij.util.ArrayUtil$$Lambda$12/917819120
1245:             1             16  com.intellij.util.ConcurrencyUtil$$Lambda$6/1433867275
1246:             1             16  com.intellij.util.ObjectUtils$Sentinel
1247:             1             16  com.intellij.util.SmartList$$Lambda$10/2048425748
1248:             1             16  com.intellij.util.concurrency.BoundedTaskExecutor$$Lambda$16/339924917
1249:             1             16  com.intellij.util.containers.ContainerUtilRt$EmptyList
1250:             1             16  com.intellij.util.containers.RefHashMap$MyMap$1
1251:             1             16  com.intellij.util.containers.UnsafeWeakList$$Lambda$44/251210093
1252:             1             16  com.intellij.util.containers.UnsafeWeakList$$Lambda$45/2021707251
1253:             1             16  com.intellij.util.containers.hash.EqualityPolicy$1
1254:             1             16  com.intellij.util.containers.hash.EqualityPolicy$2
1255:             1             16  com.intellij.util.io.EnumeratorIntegerDescriptor
1256:             1             16  com.intellij.util.io.EnumeratorStringDescriptor$EnumeratorStringDescriptorImpl
1257:             1             16  com.intellij.util.io.IOUtil$1
1258:             1             16  com.intellij.util.io.Page$$Lambda$42/1846406218
1259:             1             16  com.intellij.util.io.PersistentHashMap$5
1260:             1             16  com.intellij.util.io.PersistentHashMapValueStorage$CreationTimeOptions$1
1261:             1             16  com.intellij.util.io.PersistentStringEnumerator$1
1262:             1             16  com.intellij.util.keyFMap.EmptyFMap
1263:             1             16  com.intellij.util.text.CaseInsensitiveStringHashingStrategy
1264:             1             16  com.intellij.util.xmlb.MapBinding$$Lambda$29/295221641
1265:             1             16  com.intellij.util.xmlb.XmlSerializer$1
1266:             1             16  com.intellij.util.xmlb.XmlSerializerImpl$XmlSerializer
1267:             1             16  com.sun.org.apache.xerces.internal.utils.SecuritySupport
1268:             1             16  com.sun.proxy.$Proxy10
1269:             1             16  com.sun.proxy.$Proxy4
1270:             1             16  com.sun.proxy.$Proxy5
1271:             1             16  gnu.trove.TObjectCanonicalHashingStrategy
1272:             1             16  gnu.trove.TObjectHash$NULL
1273:             1             16  gnu.trove.TObjectIdentityHashingStrategy
1274:             1             16  io.netty.bootstrap.BootstrapConfig
1275:             1             16  io.netty.buffer.AbstractReferenceCountedByteBuf$1
1276:             1             16  io.netty.buffer.ByteBufUtil$1
1277:             1             16  io.netty.buffer.ByteBufUtil$2
1278:             1             16  io.netty.buffer.PoolThreadCache$MemoryRegionCache$1
1279:             1             16  io.netty.buffer.PooledByteBufAllocator$1
1280:             1             16  io.netty.buffer.PooledByteBufAllocatorMetric
1281:             1             16  io.netty.buffer.PooledDirectByteBuf$1
1282:             1             16  io.netty.channel.AbstractChannelHandlerContext$WriteTask$1
1283:             1             16  io.netty.channel.ChannelFutureListener$1
1284:             1             16  io.netty.channel.ChannelFutureListener$2
1285:             1             16  io.netty.channel.ChannelFutureListener$3
1286:             1             16  io.netty.channel.ChannelHandlerMask$1
1287:             1             16  io.netty.channel.ChannelOutboundBuffer$1
1288:             1             16  io.netty.channel.ChannelOutboundBuffer$Entry$1
1289:             1             16  io.netty.channel.DefaultChannelPipeline$1
1290:             1             16  io.netty.channel.DefaultMessageSizeEstimator
1291:             1             16  io.netty.channel.DefaultMessageSizeEstimator$HandleImpl
1292:             1             16  io.netty.channel.DefaultSelectStrategy
1293:             1             16  io.netty.channel.DefaultSelectStrategyFactory
1294:             1             16  io.netty.channel.ReflectiveChannelFactory
1295:             1             16  io.netty.channel.VoidChannelPromise$1
1296:             1             16  io.netty.channel.nio.AbstractNioByteChannel$1
1297:             1             16  io.netty.channel.nio.AbstractNioChannel$1
1298:             1             16  io.netty.channel.nio.NioEventLoop$1
1299:             1             16  io.netty.handler.codec.ByteToMessageDecoder$1
1300:             1             16  io.netty.handler.codec.ByteToMessageDecoder$2
1301:             1             16  io.netty.handler.codec.CodecOutputList$1
1302:             1             16  io.netty.handler.codec.CodecOutputList$2
1303:             1             16  io.netty.util.NettyRuntime$AvailableProcessorsHolder
1304:             1             16  io.netty.util.Recycler$1
1305:             1             16  io.netty.util.Recycler$3
1306:             1             16  io.netty.util.concurrent.AbstractScheduledEventExecutor$1
1307:             1             16  io.netty.util.concurrent.AbstractScheduledEventExecutor$2
1308:             1             16  io.netty.util.concurrent.DefaultEventExecutorChooserFactory
1309:             1             16  io.netty.util.concurrent.DefaultPromise$CauseHolder
1310:             1             16  io.netty.util.concurrent.FastThreadLocal
1311:             1             16  io.netty.util.concurrent.GlobalEventExecutor$1
1312:             1             16  io.netty.util.concurrent.GlobalEventExecutor$TaskRunner
1313:             1             16  io.netty.util.concurrent.MultithreadEventExecutorGroup$1
1314:             1             16  io.netty.util.concurrent.RejectedExecutionHandlers$1
1315:             1             16  io.netty.util.concurrent.SingleThreadEventExecutor$1
1316:             1             16  io.netty.util.concurrent.SingleThreadEventExecutor$4
1317:             1             16  io.netty.util.concurrent.ThreadPerTaskExecutor
1318:             1             16  io.netty.util.internal.CleanerJava6
1319:             1             16  io.netty.util.internal.PlatformDependent$1
1320:             1             16  io.netty.util.internal.PlatformDependent$2
1321:             1             16  io.netty.util.internal.TypeParameterMatcher$1
1322:             1             16  io.netty.util.internal.logging.Log4J2LoggerFactory
1323:             1             16  io.netty.util.internal.logging.Log4JLoggerFactory
1324:             1             16  io.netty.util.internal.logging.Slf4JLoggerFactory
1325:             1             16  java.io.FileDescriptor$1
1326:             1             16  java.lang.ApplicationShutdownHooks$1
1327:             1             16  java.lang.CharacterDataLatin1
1328:             1             16  java.lang.ClassValue$Identity
1329:             1             16  java.lang.Float
1330:             1             16  java.lang.InheritableThreadLocal
1331:             1             16  java.lang.ProcessEnvironment$CheckedEntrySet
1332:             1             16  java.lang.ProcessEnvironment$EntryComparator
1333:             1             16  java.lang.ProcessEnvironment$NameComparator
1334:             1             16  java.lang.Runtime
1335:             1             16  java.lang.String$CaseInsensitiveComparator
1336:             1             16  java.lang.System$2
1337:             1             16  java.lang.Terminator$1
1338:             1             16  java.lang.invoke.MemberName$Factory
1339:             1             16  java.lang.invoke.MethodHandleImpl$2
1340:             1             16  java.lang.invoke.MethodHandleImpl$3
1341:             1             16  java.lang.ref.Reference$1
1342:             1             16  java.lang.ref.Reference$Lock
1343:             1             16  java.lang.reflect.Proxy$KeyFactory
1344:             1             16  java.lang.reflect.Proxy$ProxyClassFactory
1345:             1             16  java.lang.reflect.ReflectAccess
1346:             1             16  java.net.InetAddress$2
